,MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Land_Slope,Neighborhood,Condition_1,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Roof_Style,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Exposure,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,1st_Flr_SF,2nd_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Qual,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Screen_Porch,Pool_Area,Mo_Sold,Sale_Type,Sale_Condition,SalePrice,exterior,basement_type,basement_area,age,remodeled_age,garage_age
630,20,RL,85.0,14082,IR1,HLS,Inside,Gtl,StoneBr,Norm,1Fam,1Story,8,5,Hip,BrkFace,945.0,Gd,TA,PConc,Ex,Gd,662.0,2220.0,Ex,2234,0,0,2234,1.0,0.0,1,1,1,1,Gd,7,1,Gd,Attchd,RFn,2.0,724.0,TA,390,80,0,0,0,1,WD ,Normal,441929,VinylSd_VinylSd,GLQ_Unf,1558.0,1,0,1.0
631,20,RL,81.0,13870,IR1,HLS,Inside,Gtl,StoneBr,PosA,1Fam,1Story,10,5,Hip,BrkFace,250.0,Ex,TA,PConc,Ex,Gd,590.0,1742.0,Ex,2042,0,0,2042,1.0,0.0,2,0,3,1,Ex,8,1,Gd,Attchd,Fin,3.0,724.0,TA,240,52,0,174,0,10,New,Partial,455000,CemntBd_CmentBd,GLQ_Unf,1152.0,1,1,0.0
632,80,RL,78.0,12090,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,6,7,Hip,BrkFace,74.0,TA,TA,CBlock,Gd,No,585.0,585.0,Ex,1140,728,0,1868,0.0,0.0,3,1,3,1,TA,7,1,TA,BuiltIn,Fin,2.0,477.0,TA,268,112,0,147,0,1,WD ,Abnorml,178000,VinylSd_VinylSd,Unf_Unf,0.0,23,19,23.0
633,60,RL,78.0,12090,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,7,7,Gable,BrkFace,306.0,Gd,TA,CBlock,Gd,No,404.0,725.0,Ex,725,754,0,1479,0.0,0.0,2,1,3,1,Gd,6,1,TA,Attchd,RFn,2.0,484.0,TA,167,72,0,0,0,3,WD ,Normal,176000,MetalSd_MetalSd,ALQ_Unf,321.0,26,22,26.0
634,20,RL,93.0,12299,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,7,6,Gable,Stone,67.0,TA,TA,CBlock,Gd,No,201.0,1529.0,TA,1664,0,0,1664,1.0,0.0,2,0,3,1,Gd,7,1,TA,Attchd,Fin,2.0,663.0,TA,0,0,0,0,0,9,WD ,Normal,213000,Plywood_Plywood,GLQ_Unf,1328.0,29,7,29.0
635,60,RL,61.0,11339,IR1,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,7,5,Hip,BrkFace,549.0,TA,TA,CBlock,Gd,No,22.0,780.0,TA,1085,845,0,1930,1.0,0.0,2,1,4,1,Gd,9,1,TA,Attchd,Fin,2.0,481.0,TA,192,72,0,0,0,3,WD ,Normal,192000,HdBoard_Plywood,ALQ_Unf,758.0,28,0,28.0
636,60,RL,92.0,11952,Reg,Lvl,Inside,Gtl,NWAmes,PosA,1Fam,2Story,7,6,Mansard,None,0.0,TA,TA,CBlock,Gd,No,808.0,808.0,TA,1161,808,0,1969,0.0,0.0,2,1,3,1,TA,8,1,Gd,Attchd,RFn,2.0,534.0,TA,0,0,0,276,0,11,WD ,Normal,190000,0,Unf_Unf,0.0,30,0,30.0
637,60,RL,80.0,11584,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,SLvl,7,6,Hip,BrkFace,96.0,TA,TA,CBlock,TA,No,114.0,539.0,TA,1040,685,0,1725,0.0,0.0,2,1,3,1,TA,6,1,TA,Attchd,RFn,2.0,550.0,TA,0,88,216,0,0,11,WD ,Normal,197000,HdBoard_HdBoard,GLQ_Rec,425.0,28,0,28.0
638,20,RL,80.0,10400,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,6,5,Gable,BrkFace,253.0,TA,TA,CBlock,Gd,No,356.0,1259.0,Ex,1353,0,0,1353,1.0,0.0,2,0,2,1,TA,5,1,TA,Attchd,RFn,2.0,478.0,TA,240,141,0,0,0,8,WD ,Normal,192350,MetalSd_MetalSd,GLQ_Unf,903.0,28,20,28.0
639,20,RL,128.0,13001,IR1,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,1Story,6,5,Hip,BrkFace,176.0,TA,TA,CBlock,TA,Mn,1012.0,1625.0,TA,1220,0,0,1220,0.0,1.0,2,0,2,1,TA,6,1,TA,Attchd,Unf,2.0,944.0,TA,0,0,249,0,0,9,WD ,Normal,170000,HdBoard_HdBoard,ALQ_BLQ,613.0,36,0,36.0
640,20,RL,70.0,12243,IR1,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,1Story,5,6,Gable,None,0.0,TA,TA,CBlock,Gd,Av,486.0,1484.0,Gd,1484,0,0,1484,0.0,0.0,2,0,3,1,TA,7,1,TA,Attchd,Unf,2.0,487.0,TA,224,0,0,180,0,2,WD ,Normal,175000,Plywood_Plywood,ALQ_Unf,998.0,36,0,36.0
641,60,RL,90.0,11700,Reg,Lvl,Inside,Gtl,NWAmes,Norm,1Fam,2Story,6,6,Mansard,BrkFace,365.0,Gd,TA,CBlock,TA,No,143.0,702.0,Gd,1041,702,0,1743,0.0,1.0,1,2,3,1,TA,7,1,Gd,Attchd,Unf,2.0,539.0,TA,224,0,0,0,0,6,WD ,Normal,175000,0,ALQ_Rec,559.0,39,0,39.0
642,80,RL,64.0,8991,IR1,Lvl,CulDSac,Gtl,NWAmes,PosN,1Fam,SLvl,7,6,Gable,Stone,130.0,TA,TA,CBlock,Gd,Gd,0.0,1228.0,TA,1324,0,0,1324,0.0,1.0,2,0,3,1,Gd,5,1,Fa,Attchd,Fin,2.0,585.0,TA,407,36,0,0,0,2,WD ,Normal,174000,Plywood_Plywood,GLQ_Rec,1228.0,31,0,31.0
643,60,RL,80.0,8000,Reg,Lvl,Inside,Gtl,NWAmes,PosN,1Fam,2Story,6,6,Gable,None,0.0,TA,TA,CBlock,TA,No,0.0,1084.0,TA,1084,793,0,1877,1.0,0.0,2,1,4,1,TA,8,1,TA,Attchd,Unf,2.0,488.0,TA,0,96,0,0,0,11,WD ,Normal,178900,HdBoard_HdBoard,ALQ_LwQ,1084.0,33,0,33.0
644,120,RH,33.0,4113,IR1,Lvl,Inside,Gtl,NAmes,Norm,TwnhsE,1Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,Mn,1337.0,1337.0,Ex,1337,0,0,1337,0.0,0.0,2,0,2,1,Gd,5,1,TA,Attchd,Fin,2.0,511.0,TA,136,68,0,0,0,7,WD ,Normal,155000,MetalSd_MetalSd,Unf_Unf,0.0,6,0,6.0
645,120,RH,26.0,10943,IR2,Lvl,FR2,Gtl,NAmes,Norm,TwnhsE,1Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,475.0,1405.0,Ex,1337,0,0,1337,1.0,0.0,2,0,2,1,Gd,5,1,TA,Attchd,Fin,2.0,522.0,TA,0,68,0,0,0,10,WD ,Normal,177000,MetalSd_MetalSd,GLQ_Unf,930.0,10,1,10.0
646,160,RL,24.0,2308,Reg,Lvl,Corner,Gtl,NPkVill,Norm,TwnhsE,2Story,6,6,Gable,None,0.0,TA,TA,CBlock,Gd,No,248.0,804.0,TA,804,744,0,1548,1.0,0.0,2,1,3,1,Gd,7,1,TA,Detchd,Unf,2.0,440.0,TA,48,0,0,0,0,7,WD ,Normal,155000,Plywood_Brk Cmn,ALQ_Unf,556.0,31,0,31.0
647,20,RL,96.0,12469,Reg,Lvl,FR2,Gtl,NridgHt,Norm,1Fam,1Story,9,5,Hip,Stone,378.0,Ex,TA,PConc,Ex,Gd,639.0,1790.0,Ex,1816,0,0,1816,1.0,0.0,2,0,3,1,Ex,7,1,Gd,Attchd,Fin,3.0,730.0,TA,186,36,0,0,0,8,New,Partial,356000,VinylSd_VinylSd,GLQ_Unf,1151.0,1,1,0.0
648,20,RL,90.0,11694,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,Hip,BrkFace,452.0,Ex,TA,PConc,Ex,Av,1774.0,1822.0,Ex,1828,0,0,1828,0.0,0.0,2,0,3,1,Gd,9,1,Gd,Attchd,Unf,3.0,774.0,TA,0,108,0,260,0,7,New,Partial,314813,CemntBd_CmentBd,GLQ_Unf,48.0,0,0,0.0
649,20,RL,91.0,11825,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Gable,Stone,302.0,Gd,TA,PConc,Ex,Mn,1694.0,1694.0,Ex,1694,0,0,1694,0.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,RFn,3.0,856.0,TA,0,112,0,0,0,6,New,Partial,322400,CemntBd_CmentBd,Unf_Unf,0.0,1,1,1.0
650,20,RL,93.0,12085,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Hip,Stone,328.0,Gd,TA,PConc,Ex,No,730.0,1734.0,Ex,1734,0,0,1734,1.0,0.0,2,0,3,1,Ex,7,1,Gd,Attchd,RFn,3.0,928.0,TA,0,0,0,0,0,11,New,Partial,318000,VinylSd_VinylSd,GLQ_Unf,1004.0,0,0,0.0
651,20,RL,110.0,14333,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,Gd,590.0,2108.0,Ex,2122,0,0,2122,1.0,0.0,2,1,2,1,Gd,7,1,Ex,Attchd,Fin,3.0,938.0,TA,130,142,0,0,0,11,New,Partial,345474,VinylSd_VinylSd,GLQ_Unf,1518.0,0,0,0.0
652,20,RL,107.0,14450,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,Gable,BrkFace,315.0,Ex,TA,PConc,Ex,Gd,2121.0,2121.0,Ex,2121,0,0,2121,0.0,0.0,2,1,3,1,Ex,8,1,Ex,Attchd,Fin,3.0,732.0,TA,124,98,0,142,0,5,New,Partial,415298,CemntBd_CmentBd,Unf_Unf,0.0,1,1,0.0
653,60,RL,107.0,13641,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,Hip,BrkFace,456.0,Ex,TA,PConc,Ex,Gd,630.0,1934.0,Ex,1943,713,0,2656,1.0,0.0,2,1,3,1,Ex,8,1,Gd,Attchd,RFn,3.0,1040.0,TA,268,58,0,0,0,12,New,Partial,492000,CemntBd_CmentBd,GLQ_Unf,1304.0,0,0,0.0
654,60,RL,110.0,13440,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Hip,BrkFace,190.0,Gd,TA,PConc,Ex,No,1108.0,1108.0,Ex,1148,1402,0,2550,0.0,0.0,2,1,4,1,Ex,11,1,Gd,BuiltIn,Fin,3.0,670.0,TA,120,39,0,0,0,3,New,Partial,338931,VinylSd_VinylSd,Unf_Unf,0.0,1,1,1.0
655,20,RL,105.0,15431,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,Hip,BrkFace,400.0,Ex,TA,PConc,Ex,Gd,564.0,1994.0,Ex,2046,0,0,2046,1.0,0.0,2,1,2,1,Ex,7,2,Gd,Attchd,Fin,3.0,878.0,TA,188,65,0,175,0,8,WD ,Normal,450000,VinylSd_VinylSd,GLQ_Unf,1430.0,2,1,2.0
656,60,RL,109.0,14154,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,7,5,Gable,BrkFace,350.0,Gd,TA,PConc,Ex,No,1063.0,1063.0,Ex,1071,1101,0,2172,0.0,0.0,2,1,3,1,Gd,9,1,Gd,Attchd,RFn,3.0,947.0,TA,192,62,0,0,0,8,New,Partial,280000,VinylSd_VinylSd,Unf_Unf,0.0,1,0,1.0
657,20,RL,107.0,13891,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,9,5,Hip,Stone,456.0,Ex,TA,PConc,Ex,Gd,740.0,2552.0,Ex,2552,0,0,2552,1.0,0.0,2,0,3,1,Ex,8,2,Ex,Attchd,Fin,3.0,932.0,TA,130,28,0,0,0,10,New,Partial,479069,VinylSd_VinylSd,GLQ_Unf,1812.0,0,0,0.0
658,20,RL,110.0,14226,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Hip,BrkFace,375.0,Gd,TA,PConc,Gd,Av,1935.0,1935.0,Gd,1973,0,0,1973,0.0,0.0,2,0,3,1,Gd,9,1,Gd,Attchd,Fin,3.0,895.0,TA,315,45,0,0,0,7,New,Partial,395000,VinylSd_VinylSd,Unf_Unf,0.0,1,0,1.0
659,60,RL,105.0,13693,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,9,5,Hip,BrkFace,772.0,Ex,TA,PConc,Gd,Av,2153.0,2153.0,Ex,2069,574,0,2643,0.0,0.0,2,1,3,1,Ex,9,1,Gd,BuiltIn,Fin,3.0,694.0,TA,414,84,0,0,0,3,WD ,Normal,380000,VinylSd_VinylSd,Unf_Unf,0.0,1,0,1.0
660,20,RL,98.0,11428,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Gable,Stone,248.0,Gd,TA,PConc,Gd,No,1626.0,1626.0,Ex,1634,0,0,1634,0.0,0.0,2,0,3,1,Gd,7,1,Gd,Attchd,RFn,3.0,866.0,TA,0,44,0,0,0,5,WD ,Normal,250000,VinylSd_VinylSd,Unf_Unf,0.0,1,0,1.0
661,20,RL,110.0,14977,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,Gable,BrkFace,304.0,Gd,TA,PConc,Ex,Gd,626.0,1976.0,Ex,1976,0,0,1976,1.0,0.0,2,0,2,1,Gd,7,1,Ex,Attchd,RFn,3.0,908.0,TA,250,63,0,0,0,7,New,Partial,440000,VinylSd_VinylSd,GLQ_Unf,1350.0,1,1,1.0
662,60,RL,118.0,13654,IR1,Lvl,CulDSac,Gtl,NridgHt,Norm,1Fam,2Story,9,5,Gable,BrkFace,365.0,Gd,TA,PConc,Ex,Gd,1704.0,1704.0,Ex,1722,1036,0,2758,0.0,0.0,2,1,4,1,Ex,9,1,Ex,BuiltIn,Fin,3.0,814.0,TA,282,55,0,0,0,5,WD ,Normal,418000,MetalSd_MetalSd,Unf_Unf,0.0,2,1,2.0
663,20,RL,59.0,17169,IR2,Lvl,CulDSac,Gtl,NridgHt,Norm,1Fam,1Story,10,5,Hip,BrkFace,970.0,Ex,TA,PConc,Ex,Av,636.0,2320.0,Ex,2290,0,0,2290,2.0,0.0,2,1,2,1,Ex,7,1,Gd,Attchd,Fin,3.0,1174.0,TA,192,30,0,0,0,8,New,Partial,500067,CemntBd_CmentBd,GLQ_Unf,1684.0,0,0,0.0
664,60,RL,134.0,16659,IR1,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,1582.0,1582.0,Ex,1582,570,0,2152,0.0,0.0,2,1,3,1,Gd,7,1,Gd,Detchd,Unf,2.0,728.0,TA,0,368,0,0,0,6,New,Partial,260116,VinylSd_VinylSd,Unf_Unf,0.0,0,1,0.0
665,60,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,BrkFace,344.0,Gd,TA,PConc,Ex,Av,1143.0,1143.0,Ex,1143,1330,0,2473,0.0,0.0,2,1,4,1,Gd,9,1,Gd,BuiltIn,RFn,3.0,852.0,TA,192,151,0,0,0,10,WD ,Normal,317000,VinylSd_VinylSd,Unf_Unf,0.0,3,1,3.0
666,60,RL,82.0,9709,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,Stone,120.0,Ex,TA,PConc,Ex,Gd,140.0,918.0,Ex,958,1142,0,2100,1.0,0.0,2,1,3,1,Ex,8,2,Gd,BuiltIn,Fin,3.0,786.0,TA,172,104,0,0,0,9,New,Partial,319500,VinylSd_VinylSd,GLQ_Unf,778.0,0,0,0.0
667,60,RL,86.0,10562,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,Stone,300.0,Gd,TA,PConc,Ex,No,294.0,1582.0,Ex,1610,551,0,2161,1.0,0.0,1,1,3,1,Ex,8,1,Gd,Attchd,Fin,3.0,789.0,TA,178,120,0,0,0,11,New,Partial,325624,VinylSd_VinylSd,GLQ_Unf,1288.0,0,0,0.0
668,20,RL,94.0,13615,IR1,HLS,Corner,Mod,NridgHt,Norm,1Fam,1Story,9,5,Hip,Stone,510.0,Ex,TA,PConc,Ex,Gd,1802.0,1802.0,Ex,1802,0,0,1802,0.0,0.0,2,1,3,1,Ex,7,1,Gd,Attchd,Fin,3.0,843.0,TA,158,105,0,0,0,6,WD ,Normal,372000,MetalSd_MetalSd,Unf_Unf,0.0,1,0,1.0
669,60,RL,99.0,13069,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,BrkFace,502.0,Gd,TA,PConc,Gd,Av,1706.0,1706.0,Ex,1718,1238,0,2956,0.0,0.0,2,1,5,1,Ex,11,1,Ex,BuiltIn,RFn,3.0,916.0,TA,194,50,0,0,0,8,WD ,Normal,342000,VinylSd_VinylSd,Unf_Unf,0.0,3,0,3.0
670,60,RL,99.0,12099,IR1,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,BrkFace,388.0,Gd,TA,PConc,Ex,Av,166.0,1136.0,Ex,1136,1332,0,2468,1.0,0.0,2,1,4,1,Gd,10,1,Gd,BuiltIn,Fin,3.0,872.0,TA,184,154,0,0,0,6,WD ,Normal,354000,VinylSd_VinylSd,GLQ_Unf,970.0,3,0,3.0
671,60,RL,110.0,14277,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Gable,BrkFace,280.0,Gd,TA,PConc,Ex,Mn,379.0,1317.0,Ex,1217,1168,0,2385,1.0,0.0,2,1,3,1,Gd,7,1,Gd,Attchd,Fin,3.0,818.0,TA,192,228,0,0,0,1,WD ,Normal,350000,VinylSd_VinylSd,GLQ_Unf,938.0,4,0,4.0
672,60,RL,93.0,11999,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,Hip,BrkFace,340.0,Gd,TA,PConc,Gd,No,1181.0,1181.0,Ex,1234,1140,0,2374,0.0,0.0,2,1,4,1,Ex,10,1,Gd,BuiltIn,Fin,3.0,656.0,TA,104,100,0,0,0,5,WD ,Normal,285000,VinylSd_VinylSd,Unf_Unf,0.0,4,1,4.0
673,120,RL,61.0,7577,IR1,Lvl,Corner,Gtl,NridgHt,Norm,TwnhsE,1Story,6,5,Gable,Stone,256.0,Gd,TA,PConc,Gd,Av,1342.0,1362.0,Ex,1362,0,0,1362,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,460.0,TA,192,28,0,0,0,6,WD ,Normal,194700,VinylSd_VinylSd,ALQ_Unf,20.0,2,1,2.0
674,120,RL,34.0,3901,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,6,5,Gable,Stone,182.0,Gd,TA,PConc,Gd,Av,436.0,1302.0,Ex,1302,0,0,1302,1.0,0.0,1,1,1,1,Gd,5,1,Gd,Attchd,RFn,2.0,631.0,TA,110,50,0,0,0,8,New,Partial,204000,VinylSd_VinylSd,ALQ_Unf,866.0,2,1,2.0
675,120,RL,34.0,3903,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,6,5,Gable,Stone,182.0,Gd,TA,PConc,Gd,Av,272.0,1302.0,Ex,1302,0,0,1302,1.0,0.0,1,1,1,1,Gd,5,1,Gd,Attchd,RFn,2.0,631.0,TA,110,50,0,0,0,5,WD ,Normal,200000,VinylSd_VinylSd,ALQ_Unf,1030.0,2,1,2.0
676,120,RL,41.0,6289,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,6,5,Gable,Stone,256.0,Gd,TA,PConc,Gd,Av,600.0,1362.0,Ex,1362,0,0,1362,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,460.0,TA,192,28,0,0,0,6,WD ,Normal,207000,VinylSd_VinylSd,ALQ_Unf,762.0,2,1,2.0
677,120,RL,34.0,4590,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,8,5,Gable,Stone,108.0,Gd,TA,PConc,Gd,Mn,1530.0,1554.0,Ex,1554,0,0,1554,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,627.0,TA,156,73,0,0,0,8,WD ,Normal,209500,VinylSd_VinylSd,GLQ_Unf,24.0,1,0,1.0
678,120,RL,34.0,4590,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Twnhs,1Story,8,5,Gable,Stone,108.0,Gd,TA,PConc,Gd,Mn,1530.0,1554.0,Ex,1554,0,0,1554,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,627.0,TA,156,73,0,0,0,5,CWD,Normal,209500,VinylSd_VinylSd,GLQ_Unf,24.0,1,0,1.0
679,120,RL,44.0,6442,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,Gable,Stone,178.0,Gd,TA,PConc,Gd,Mn,1346.0,1370.0,Ex,1370,0,0,1370,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,484.0,TA,120,49,0,0,0,10,WD ,Normal,202500,VinylSd_VinylSd,GLQ_Unf,24.0,1,0,1.0
680,120,RL,48.0,7841,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,BrkFace,394.0,Ex,TA,PConc,Ex,No,729.0,1577.0,Ex,1577,0,0,1577,1.0,0.0,2,0,2,1,Ex,6,1,Gd,Attchd,RFn,2.0,564.0,TA,203,39,0,0,0,5,WD ,Normal,280000,MetalSd_MetalSd,GLQ_Unf,848.0,2,0,2.0
681,120,RL,60.0,7313,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,BrkFace,246.0,Ex,TA,PConc,Ex,No,408.0,1561.0,Ex,1561,0,0,1561,1.0,0.0,2,0,2,1,Ex,6,1,Gd,Attchd,Fin,2.0,556.0,TA,203,47,0,0,0,8,WD ,Normal,277500,MetalSd_MetalSd,GLQ_Unf,1153.0,2,0,2.0
682,120,RL,68.0,7820,IR1,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,9,5,Hip,BrkFace,362.0,Ex,TA,PConc,Ex,No,1869.0,1869.0,Ex,1869,0,0,1869,0.0,0.0,2,0,2,1,Ex,6,1,Gd,Attchd,RFn,2.0,617.0,TA,210,54,0,0,0,12,New,Partial,318061,MetalSd_MetalSd,Unf_Unf,0.0,0,0,0.0
683,120,RL,48.0,6240,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,5,Hip,BrkFace,176.0,Gd,TA,PConc,Gd,No,1300.0,1324.0,Ex,1324,0,0,1324,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,Fin,2.0,550.0,TA,0,38,0,0,0,9,New,Partial,221370,MetalSd_MetalSd,GLQ_Unf,24.0,1,0,1.0
684,120,RL,48.0,3242,Reg,Lvl,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,7,5,Gable,Stone,235.0,Gd,TA,PConc,Gd,No,405.0,1405.0,Ex,1405,0,0,1405,1.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,RFn,2.0,478.0,TA,136,36,0,0,0,3,WD ,Normal,200000,0,GLQ_Unf,1000.0,4,0,4.0
685,60,RL,65.0,10237,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,768.0,768.0,Ex,768,768,0,1536,0.0,0.0,2,1,3,1,Gd,6,1,Gd,Attchd,Fin,2.0,400.0,TA,100,38,0,0,0,6,WD ,Normal,176000,VinylSd_VinylSd,Unf_Unf,0.0,2,1,2.0
686,60,RL,65.0,10237,Reg,Lvl,Inside,Gtl,Gilbert,RRAn,1Fam,2Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,783.0,783.0,Ex,783,701,0,1484,0.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,Fin,2.0,393.0,TA,0,72,0,0,0,7,New,Partial,178900,VinylSd_VinylSd,Unf_Unf,0.0,2,2,2.0
687,60,RL,62.0,8857,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,738.0,738.0,Ex,738,757,0,1495,0.0,0.0,2,1,3,1,Gd,7,1,Gd,Attchd,RFn,2.0,440.0,TA,100,30,0,0,0,3,New,Partial,171925,VinylSd_VinylSd,Unf_Unf,0.0,1,0,1.0
688,60,RL,63.0,9729,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,None,0.0,Gd,TA,PConc,Gd,No,698.0,698.0,Ex,698,1048,0,1746,1.0,0.0,2,1,3,1,Gd,6,1,Gd,BuiltIn,Unf,3.0,350.0,TA,0,34,0,0,0,6,New,Partial,198444,VinylSd_VinylSd,Unf_Unf,0.0,1,1,0.0
689,60,RL,65.0,9018,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,Hip,None,0.0,Gd,TA,PConc,Gd,Av,728.0,728.0,Ex,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,1,Gd,Attchd,Fin,2.0,400.0,TA,100,24,0,0,0,7,New,Partial,179540,VinylSd_VinylSd,Unf_Unf,0.0,0,0,0.0
690,60,RL,73.0,8499,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,Gable,None,0.0,TA,TA,PConc,Gd,No,616.0,616.0,Ex,616,796,0,1412,0.0,0.0,2,1,3,1,Gd,6,1,Gd,BuiltIn,Fin,2.0,432.0,TA,0,36,0,0,0,3,New,Partial,156932,VinylSd_VinylSd,Unf_Unf,0.0,1,1,0.0
691,120,RL,53.0,3922,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,BrkFace,72.0,Gd,TA,PConc,Ex,Av,1258.0,1258.0,Ex,1258,0,0,1258,0.0,0.0,2,0,2,1,Gd,6,1,Gd,Attchd,Fin,3.0,648.0,TA,144,16,0,0,0,6,New,Partial,172500,WdShing_Wd Shng,Unf_Unf,0.0,1,1,0.0
692,120,RL,53.0,3922,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,Gable,BrkFace,72.0,Gd,TA,PConc,Ex,Av,1258.0,1258.0,Ex,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,7,1,Gd,Attchd,Fin,3.0,648.0,TA,120,16,0,0,0,2,New,Partial,194201,VinylSd_VinylSd,Unf_Unf,0.0,1,1,1.0
